sasdate,GDPC1,PCECC96,PCDGx,PCESVx,PCNDx,GPDIC1,FPIx,Y033RC1Q027SBEAx,PNFIx,PRFIx,A014RE1Q156NBEA,GCEC1,A823RL1Q225SBEA,FGRECPTx,SLCEx,EXPGSC1,IMPGSC1,DPIC96,OUTNFB,OUTBS,OUTMS,INDPRO,IPFINAL,IPCONGD,IPMAT,IPDMAT,IPNMAT,IPDCONGD,IPB51110SQ,IPNCONGD,IPBUSEQ,IPB51220SQ,TCU,CUMFNS,PAYEMS,USPRIV,MANEMP,SRVPRD,USGOOD,DMANEMP,NDMANEMP,USCONS,USEHS,USFIRE,USINFO,USPBS,USLAH,USSERV,USMINE,USTPU,USGOVT,USTRADE,USWTRADE,CES9091000001,CES9092000001,CES9093000001,CE16OV,CIVPART,UNRATE,UNRATESTx,UNRATELTx,LNS14000012,LNS14000025,LNS14000026,UEMPLT5,UEMP5TO14,UEMP15T26,UEMP27OV,LNS13023621,LNS13023557,LNS13023705,LNS13023569,LNS12032194,HOABS,HOAMS,HOANBS,AWHMAN,AWHNONAG,AWOTMAN,HWIx,HOUST,HOUST5F,PERMIT,HOUSTMW,HOUSTNE,HOUSTS,HOUSTW,CMRMTSPLx,RSAFSx,AMDMNOx,ACOGNOx,AMDMUOx,ANDENOx,INVCQRMTSPL,PCECTPI,PCEPILFE,GDPCTPI,GPDICTPI,IPDBS,DGDSRG3Q086SBEA,DDURRG3Q086SBEA,DSERRG3Q086SBEA,DNDGRG3Q086SBEA,DHCERG3Q086SBEA,DMOTRG3Q086SBEA,DFDHRG3Q086SBEA,DREQRG3Q086SBEA,DODGRG3Q086SBEA,DFXARG3Q086SBEA,DCLORG3Q086SBEA,DGOERG3Q086SBEA,DONGRG3Q086SBEA,DHUTRG3Q086SBEA,DHLCRG3Q086SBEA,DTRSRG3Q086SBEA,DRCARG3Q086SBEA,DFSARG3Q086SBEA,DIFSRG3Q086SBEA,DOTSRG3Q086SBEA,CPIAUCSL,CPILFESL,WPSFD49207,PPIACO,WPSFD49502,WPSFD4111,PPIIDC,WPSID61,WPU0531,WPU0561,OILPRICEx,AHETPIx,CES2000000008x,CES3000000008x,COMPRMS,COMPRNFB,RCPHBS,OPHMFG,OPHNFB,OPHPBS,ULCBS,ULCMFG,ULCNFB,UNLPNBS,FEDFUNDS,TB3MS,TB6MS,GS1,GS10,MORTGAGE30US,AAA,BAA,BAA10YM,MORTG10YRx,TB6M3Mx,GS1TB3Mx,GS10TB3Mx,CPF3MTB3Mx,BOGMBASEREALx,M1REAL,M2REAL,BUSLOANSx,CONSUMERx,NONREVSLx,REALLNx,REVOLSLx,TOTALSLx,DRIWCIL,TABSHNOx,TLBSHNOx,LIABPIx,TNWBSHNOx,NWPIx,TARESAx,HNOREMQ027Sx,TFAABSHNOx,VIXCLSx,USSTHPI,SPCS10RSA,SPCS20RSA,TWEXAFEGSMTHx,EXUSEU,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,UMCSENTx,USEPUINDXM,B020RE1Q156NBEA,B021RE1Q156NBEA,GFDEGDQ188S,GFDEBTNx,IPMANSICS,IPB51222S,IPFUELS,UEMPMEAN,CES0600000007,TOTRESNS,NONBORRES,GS5,TB3SMFFM,T5YFFM,AAAFFM,WPSID62,PPICMM,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,CES0600000008,DTCOLNVHFNM,DTCTHFNM,INVEST,HWIURATIOx,CLAIMSx,BUSINVx,ISRATIOx,CONSPIx,CP3M,COMPAPFF,PERMITNE,PERMITMW,PERMITS,PERMITW,NIKKEI225,NASDAQCOM,CUSR0000SEHC,TLBSNNCBx,TLBSNNCBBDIx,TTAABSNNCBx,TNWMVBSNNCBx,TNWMVBSNNCBBDIx,TLBSNNBx,TLBSNNBBDIx,TABSNNBx,TNWBSNNBx,TNWBSNNBBDIx,CNCFx,S&P 500,S&P div yield,S&P PE ratio
12/1/2007,16915.191,11331.949,999.4558,7899.7888,2435.4365,2762.518,2757.6859,848.9569,2045.6876,735.5585,0.2,3370.95,6.9,3072.9162,2140.642,1809.181,2369.287,12090.326,84.025,83.944,105.578,102.0459,108.1225,109.3437,94.2658,98.1326,115.3097,103.125,86.8473,110.6059,101.512,94.5655,80.921,78.7449,138287.3333,115951.6667,13755.6667,116271.6667,22015.6667,8719.3333,5036.3333,7526,18882.6667,8292.3333,3026.3333,18110,13528,5505.3333,734,26591.3333,22335.6667,15526.6667,5969.6667,2744.6667,5136,14455,146271.3333,65.9333,4.8,3.932323563,0.866905185,16.1333,4.3,4.2333,2636,2373,1057.3333,1332,3753.3333,2194.3333,777.3333,684.3333,4479,95.632,109.567,95.765,41.2,33.8,4.1333,4609,1166,303.6667,1188.3333,185,131.6667,598,251.3333,1250481.667,376149,269806.8329,215977.882,1066019.958,93799.5935,1743136,87.694,86.7473,86.982,95.558,88.947,99.857,119.625,82.394,91.671,82.036,94.585,121.679,165.857,108.513,86.205,95.98,121.154,85.889,81.102,85.338,83.54,82.959,79.163,76.477,83.939,210.4897,212.635,171.1333,177.4333,179.1667,171.2,179.8,175.4333,316.2118566,277.6859705,104.6138,20.32720333,24.44253821,20.07361564,95.696,94.757,95.038,96.359,87.74,87.778,92.764,85.089,92.53,83.689,4.4967,3.39,3.5667,3.62,4.26,6.23,5.53,6.51,2.25,1.97,0.18,0.23,0.87,1.42,395.982,653.2,3541.9667,1608.4786,904.8287,1848.4351,4128.0616,1144.7092,2993.1443,-6,97458.06,16784.463,138.8255607,80673.6,667.2574154,67717.8877,29740171.99,62193.64,22.8299,432.38,235.41,216.72,86.674,1.4492,1.1459,113.1293,2.0437,0.9816,77.5,100.1465,11.9,16.9,62.71924,10524291.3,108.1119,101.5539,86.4342,16.9667,40.5667,42.7333,37.3333,3.7867,-1.1067,-0.71,1.0333,226.5,273.6,118.8407,190.8053,357.667,170.814,112.192,249.806,211.1997,200.009,203.0677,18.8633,265963.38,893672.75,2101.3602,0.6256,337483,1477041.333,1.27,0.1324,4.81,0.31,137.6667,180.6667,589.3333,280.6667,16034.3707,2704.6778,248.8277,15.17,0.0112,19.62,22413.02,1647.74,6046636.76,444530.75,15528595.68,9476.87,696.71,1360.2291,1494.09,1.8401,18.0057
3/1/2008,16843.003,11316.411,966.9869,7951.8855,2416.5047,2686.998,2715.3828,844.6245,2053.8099,676.8451,-0.1,3378.654,6.2,3020.8095,2128.7534,1838.024,2378.171,12141.632,83.187,83.194,104.86,101.7919,107.9548,108.2524,94.1011,98.4042,113.3129,99.5175,82.2844,110.3968,103.1061,95.9182,80.8616,78.2589,138326.3333,115910.3333,13693.3333,116438.3333,21888,8670.6667,5022.6667,7445,19021.3333,8271,3022,18086,13538.6667,5530.3333,749.6667,26553,22416,15498.5667,5957.1333,2745.6667,5148.6667,14521.6667,146206.6667,66.1,5,4.108060446,0.875156835,16.8333,4.5,4.3333,2676.6667,2437.6667,1145.3333,1346.6667,3954.6667,2151,805,679,4884,95.336,108.637,95.434,41.1667,33.7333,4.0667,4376,1064,298.6667,1025,149.3333,123.6667,552.3333,238.6667,1235488,373271.3333,271115.0863,218815.3856,1118074.619,95188.4596,1741375,88.408,87.2067,87.359,95.653,89.109,100.885,119.289,82.975,93.228,82.614,93.957,122.054,164.28,109.682,87.344,95.778,128.561,86.516,81.742,85.825,84.566,83.695,79.983,76.301,84.873,212.7697,214.0433,174.2,183.8667,183,175.2,185.8667,181.5333,377.8003259,308.8946796,112.2968,20.41505154,24.61960938,20.14367762,95.054,94.627,94.859,96.523,87.167,87.264,94.151,85.295,94.026,82.228,3.1767,2.0433,2.09,2.1,3.6633,5.88,5.4567,6.75,3.0867,2.22,0.05,0.06,1.62,1.1,390.58,649.6333,3570.6667,1666.9727,915.6203,1857.5637,4163.1238,1161.8926,3019.4564,-15.1,94612.01,16834.607,138.6519318,77777.41,640.5844411,66011.4578,28600555,60453.68,28.1145,426.94,221.67,204.81,85.364,1.5002,1.0674,105.2014,1.9788,1.0038,72.9,121.6006,12.3,17.6,64.17278,10675045.2,107.5601,103.9573,86.8353,16.9667,40.5,44.1667,-22.6,2.7467,-1.1333,-0.43,2.28,253.6,293.3,118.9137,194.9803,360.9153,173.2107,112.0297,252,213.4517,202.523,205.29,19.0633,263827.5067,893881.2967,2076.8548,0.5709,349633,1505177,1.2767,0.132,3.14,-0.03,119,153,536.3333,216.6667,13286.6117,2334.3089,250.4437,15.45,0.0116,18.89,20657.29,1544.57,6174438.05,461670.78,15086362.77,8907.58,666.03,1337.4115,1350.19,2.0829,16.9808
6/1/2008,16943.291,11347.595,960.0197,7991.2228,2420.2315,2641.85,2693.311,834.6088,2057.975,646.0915,-0.1,3407.753,8.8,2989.3542,2130.3194,1892.001,2355.67,12391.597,83.677,83.62,102.704,100.2539,106.1877,106.0042,93.1528,96.8571,109.8969,94.7903,75.6211,109.0197,101.6596,95.2931,79.8024,76.6998,137857.6667,115374.3333,13555.6667,116270,21587.6667,8572.6667,4983,7271.3333,19172,8247.6667,3007.3333,17979.3333,13497,5532.3333,760.6667,26351,22483.3333,15346.5667,5912.5667,2757,5166,14560.3333,145925.6667,66.0333,5.3333,4.346276086,0.975064747,18.0333,4.8667,4.5,2841.3333,2688.6667,1290,1503,4236.3333,2381.6667,858,736,5348.6667,94.756,107.848,94.874,41.1,33.7,3.9333,4020,1010.6667,323,1061,146,151.3333,492.6667,220.6667,1226789.667,375021,261769.419,227672.9129,1149587.582,88527.2858,1734947,89.269,87.573,87.678,95.76,89.477,102.142,118.511,83.671,95.272,83.315,93.125,121.338,162.081,111.026,89.108,95.271,138.979,86.982,82.823,86.295,86.362,84.38,80.557,75.639,86.219,215.5377,214.9733,178.5,196,188.3667,178.1,199.2667,190.9333,483.5478838,392.5468406,141.5267,20.52759266,24.82113432,20.20405155,94.394,93.578,93.842,95.231,88.198,88.247,93.294,86.962,93.084,84.254,2.0867,1.6267,1.8333,2.0733,3.8867,6.09,5.6,6.99,3.1033,2.2,0.21,0.45,2.26,1.05,387.424,647.9333,3585.3667,1705.0534,923.0064,1872.4774,4167.4539,1163.7903,3036.2676,-22.6,92911.29,16712.243,134.8675518,76199.04,614.9251321,65029.7603,27881527.41,59456.4,21.4736,414.43,208.77,193.82,83.961,1.5623,1.0319,104.6508,1.971,1.0099,59.6,97.0126,12.8,18,63.85172,10633037.2,105.2236,103.0839,86.4421,16.8667,40.3333,45.9,-108.2667,3.16,-0.46,1.0733,3.5133,284.7667,311.8667,118.6487,200.009,362.8003,176.016,111.3087,254.702,216.12,206.0607,208.0663,19.2133,260852.3233,889892.8833,2075.0458,0.4915,369850,1519567,1.26,0.13,2.68,0.59,186.3333,154.6667,486.3333,233.6667,13809.5963,2425.3561,251.7713,15.59,0.0113,19.18,20427.04,1478.42,6272853.36,454002.56,15033911.51,8756.76,633.78,1381.678,1371.6467,2.0839,18.4172
9/1/2008,16854.295,11260.136,927.6382,7984.1188,2384.9393,2589.254,2625.1639,808.3385,2019.5484,613.3172,-0.1,3435.1,5.3,2913.695,2140.8276,1883.563,2325.941,12152.792,82.958,82.876,99.052,96.942,102.9287,103.4682,89.7405,93.5152,103.5837,89.7508,70.208,107.3604,95.6316,91.8689,77.1346,74.0812,137153.3333,114596,13354.3333,115916,21237.3333,8430,4924.3333,7106,19318.3333,8199,2973.6667,17805.6667,13424.3333,5515.3333,777,26122.3333,22557.3333,15208.1,5860.4,2767,5196.3333,14594,145270.3333,66.0667,6,4.811903766,1.198428173,19.4667,5.7333,5.0333,2986,2875.3333,1534.3333,1852.3333,4912.6667,2638.6667,964.6667,823.6667,5976.3333,93.753,105.241,93.829,40.8,33.6333,3.6667,3548,862.3333,259.6667,858.6667,139,137,409,177.3333,1186104.333,371350.3333,246066.0456,221709.46,1159263.425,82015.8297,1726949,90.221,88.02,88.361,96.224,90.168,103.855,118.13,84.307,97.784,83.952,92.41,122.054,160.689,111.34,91.137,95.876,151.285,87.463,83.718,86.788,87.667,85.233,81.533,75.244,86.992,218.861,216.357,182.7,200.4667,193.5333,181.5,204,198.9,436.5332742,377.7574612,134.1299,20.63164869,25.00181577,20.23404245,94.492,93.117,93.325,94.119,88.414,88.399,94.048,89.436,93.822,85.058,1.94,1.4933,1.82,2.1233,3.8633,6.31,5.6533,7.2067,3.3433,2.45,0.33,0.63,2.37,1.3,396.644,653.5,3574.6333,1725.6663,942.5881,1869.4991,4138.3131,1154.4211,3023.9202,-34,89794.03,16758.085,137.8949342,73035.94,600.9807702,62745.0125,27049015,57157.29,25.2424,399.32,197.51,183.91,87.135,1.5019,1.0742,107.5963,1.8909,1.0416,64.8,131.1333,12.9,18.2,67.28455,11111298.9,101.3133,99.6866,82.9381,17.7667,40.1667,64.9,-143.0667,3.1067,-0.4467,1.1667,3.7133,276.3,290.5,119.4533,207.0177,364.9913,179.8863,110.6897,257.4053,219.2653,210.2343,211.4027,19.4367,259759.6333,884364.64,2066.7555,0.3827,431667,1534543,1.2867,0.132,2.8,0.86,91.3333,138,446.3333,183,12777.1897,2290.6703,253.0613,15.67,0.0107,18.87,18855.98,1288.88,6342861.1,433560.5,14731813.95,8384.74,573.13,1462.9702,1251.9167,2.3018,18.8842
12/1/2008,16485.35,11158.801,859.4183,7997.1786,2362.2084,2338.938,2451.5205,714.1274,1901.925,553.7113,-0.4,3458.839,5.3,2817.3639,2147.3573,1772.8,2241.832,12291.354,80.406,80.443,93.376,92.7956,99.4296,101.3627,85.7405,84.3068,97.4729,82.2072,64.1038,107.1557,88.4399,96.2293,73.5965,69.8631,135562.6667,113007.6667,13010.3333,114949.3333,20613.3333,8177.6667,4832.6667,6827,19402,8102,2931,17471.6667,13302.6667,5479.3333,776,25705.6667,22555,14960.9,5768.5667,2775,5189,14591,144090.3333,65.9,6.8667,5.340648348,1.531575906,20.2667,6.8,5.6667,3253.3333,3271,1783.3333,2369.6667,6195.6667,2714,949.3333,795,7343.3333,91.403,100.782,91.428,40.1333,33.4333,3.2,3251,663,183,638.6667,103.3333,66.3333,349.3333,144,1129759,341463.6667,207433.3902,184242.1831,1142308.509,68623.8393,1704511,88.781,87.9507,88.511,97.963,90.06,99.216,117.287,84.178,91.74,83.869,91.271,122.053,159.065,111.107,92.188,95.111,99.634,87.983,83.804,87.306,88.497,84.962,82.236,72.348,87.535,213.8487,216.8867,173.6333,178.0333,180.3667,180.3333,180,180.4667,271.4376262,178.4896139,66.334,20.82230517,25.36276529,20.40540114,99.264,96.54,96.711,92.652,87.944,88.009,95.665,93.27,95.566,82.867,0.5067,0.2967,0.73,0.9933,3.2533,5.86,5.8167,8.84,5.5867,2.6,0.43,0.7,2.96,1.64,662.875,715.8333,3774.2,1789.1152,987.2993,1866.5987,4347.5244,1148.7254,3015.3242,-47.2,85962.44,16482.29,134.0966173,69480.15,565.2766541,59585.0665,26377378.06,53995.54,58.6937,395.95,187.65,174.6,97.344,1.3174,1.1581,96.0688,1.5681,1.2118,57.7,161.5849,11.6,15.9,73.24515,12051908.6,95.2172,102.821,88.6433,19.5667,39.6333,581.6,-85.3,2.18,-0.21,1.6733,5.31,193.3,207.2,118.595,179.2627,367.579,169.6057,109.452,257.8403,213.046,202.7383,206.149,19.6367,250770.3133,854979.01,2147.0188,0.3069,519683,1492659.333,1.4267,0.1329,1.94,1.43,69,102.6667,321.6667,145.3333,8721.2878,1604.3463,254.436,16.13,0.0096,18.53,16947.34,1013.37,6466389.07,386658.5,14401009.33,7931.5,474.26,1672.3773,909.8,3.1432,16.5784
3/1/2009,16298.262,11130.464,861.0542,7965.712,2361.3926,2073.135,2256.1658,634.3436,1758.6399,500.183,-1,3498.103,5.4,2510.2151,2169.1529,1631.257,2028.74,12282.014,79.136,79.23,87.481,87.561,94.6529,97.1902,80.7919,73.8546,93.4107,70.6551,50.3638,105.6108,83.5675,96.2506,69.1611,65.3042,133291.3333,110719.6667,12383,113727.6667,19563.6667,7702.6667,4680.3333,6434.6667,19501,7971,2877.6667,16991.3333,13180.6667,5408,746,25226.3333,22571.6667,14679.1333,5652.5,2792.6667,5192,14587,141499.6667,65.7,8.2667,6.35671453,1.935296749,21.7333,8.4667,6.8,3479.6667,3906.6667,2382,2986,8022.6667,2924.3333,873.3333,882,8662.3333,88.965,95.029,88.968,39.5333,33.2333,2.7667,2712,525.6667,150.3333,538.6667,83.3333,55,276.3333,111,1088532.333,334084,169127.1556,168956.9831,1080142.505,54230.434,1667188,88.181,87.9497,88.536,97.162,89.98,97.466,116.657,84.047,89.589,83.793,91.006,122.5,156.335,111.007,91.892,95.777,80.077,89.022,83.997,88.02,88.552,85.124,82.668,69.448,87.832,212.3777,217.797,170.1667,169.5333,175.7333,175.4333,170.9667,170.5333,209.2723473,118.772298,48.7914,20.97030425,25.54107443,20.55339585,98.399,94.599,94.799,92.057,88.949,89.058,92.029,92.411,91.947,87.71,0.1833,0.2133,0.39,0.5667,2.7367,5.06,5.2733,8.2133,5.4767,2.32,0.18,0.35,2.52,0.58,772.41,742.2,3923.1333,1739.2897,1007.2502,1863.8647,4340.9169,1133.4598,2997.3245,-16,83741.88,16372.064,133.3011318,67369.82,548.5242015,58110.7652,25631117.68,52530.31,45.0092,398.87,178.42,165.27,99.327,1.303,1.1487,93.6304,1.4351,1.2448,58.3,175.3212,10.5,13.4,77.10496,12618297.6,88.6854,101.901,89.7706,20.3,39.1333,779.7667,193.7333,1.7633,0.03,1.58,5.09,165.5333,169.7,119.4077,169.7587,370.794,165.9897,109.17,258.6177,211.341,200.3413,204.5147,19.77,233774.9267,805971.97,2156.4275,0.2126,625083,1427071.333,1.4667,0.1362,0.8,0.61,64.6667,88,280,106,7924.6676,1483.3885,255.7387,16.06,0.0083,17.9,16034.21,829.54,6468925.32,334672.95,13938204.05,7466.61,386.29,1932.9095,809.3133,3.4221,19.1801
6/1/2009,16269.145,11075.748,854.9058,7931.7853,2347.2729,1952.641,2174.1413,609.1363,1705.1378,469.5418,-1.4,3549.027,9.8,2515.1259,2187.881,1641.991,1946.352,12364.247,78.968,79.058,85.571,85.1362,91.7647,95.5771,78.6972,69.8386,94.5084,68.9523,50.8017,104.067,78.9241,95.2348,67.0458,63.7801,131432.6667,108809.3333,11872.6667,112775.6667,18657,7299.6667,4573,6088,19572.3333,7845,2811.3333,16622.3333,13079.3333,5370.3333,696.3333,24851.6667,22623.3333,14515.8,5537.5333,2865.3333,5181.6667,14576.3333,140304.3333,65.7,9.3,6.678133688,2.60223695,23.4333,9.7333,7.4,3232.6667,4216,3057,4024.6667,9303.3333,3213,864,955.6667,9015,86.845,90.839,86.791,39.4333,33.0333,2.7667,2449,534.3333,99,559.3333,89.6667,62,260,122.6667,1067049,335163.6667,167529.3149,168908.0421,1020210.131,53670.6911,1620640,88.532,88.294,88.418,95.639,89.498,98.547,116.352,84.105,91.16,83.875,91.495,122.698,153.802,111.189,91.06,96.466,87.32,91.276,83.944,88.551,87.98,85.078,82.787,69.075,88.119,213.507,218.9073,171.2667,171.3333,177.3,175.4,172.6,169.8333,156.4840599,180.8887236,67.3128,20.99425293,25.61893639,20.56387813,100.668,96.581,96.71,94.201,90.986,91.033,92.329,92.876,92.254,86.166,0.18,0.1733,0.32,0.52,3.3133,5.03,5.5133,7.9833,4.67,1.72,0.15,0.35,3.14,0.23,813.8,763.1,3950,1660.0812,974.9681,1852.4846,4371.6934,1098.8262,2951.3108,-5.9,83805.55,16285.437,131.7139434,67520.11,546.0915662,59125.7435,24679803.84,53567.21,32.8199,386.91,172.79,159.96,95.03,1.362,1.1122,97.393,1.55,1.1678,68.2,133.8652,10.6,13.1,80.28013,13040793.2,86.3125,100.5531,89.1386,22.6667,38.9667,864.7333,357.3,2.2333,-0.0067,2.0533,5.3333,168.3,161.6333,120.1653,174.3307,374.2043,168.173,109.679,258.656,212.813,201.7613,205.5483,19.85,226383.24,778741.4533,2201.5182,0.1706,612667,1371536.667,1.4233,0.1354,0.4,0.22,61.6667,92.6667,291.6667,113.3333,9302.1915,1733.0062,256.902,15.92,0.0084,16.32,15274.07,807.77,6480729.18,342735.69,13387918.17,6903.86,365.11,1890.8825,892.2267,2.9359,30.4469
9/1/2009,16326.281,11150.23,896.5044,7944.7484,2354.7436,1946.867,2182.1093,624.4993,1695.2134,491.4306,-1.4,3558.54,3.7,2515.4294,2184.5635,1702.68,2026.658,12214.676,79.223,79.386,87.82,86.5689,92.9882,97.0096,80.616,73.2038,96.6355,76.2105,63.9627,103.4209,79.4764,93.7571,68.1689,65.4004,130460.6667,107957.6667,11628.3333,112303.6667,18157,7114.3333,4514,5858,19667.3333,7785,2771.3333,16508.6667,13059.3333,5360,670.6667,24649,22503,14430.8,5471.1333,2825.6667,5145.3333,14532,139403.6667,65.3333,9.6333,6.263156809,3.339433202,25.0667,9.9667,7.7667,2972.6667,3735.6667,2874,5149.3333,9687,3268,871,1080.6667,8922.3333,85.744,89.702,85.717,39.9667,33.1,3.0333,2352,588.3333,76.3333,606.6667,106.3333,65.3333,293.3333,123.3333,1082664.333,341897.3333,176517.6566,174644.5917,982855.7563,57598.1582,1574146,89.142,88.6073,88.474,94.36,89.558,99.76,115.46,84.47,93.147,84.263,92.458,120.892,150.18,110.729,90.544,96.66,102.106,91.94,83.917,89.107,88.891,85.92,82.786,69.878,88.594,215.344,219.5597,172.9667,173.8667,179.7333,173.8,176.4,173.0667,158.9963835,202.1869492,76.9696,21.05165196,25.52476748,20.70554674,100.004,96.516,96.717,97.902,92.423,92.585,91.571,89.541,91.54,87.347,0.1567,0.1567,0.2467,0.4467,3.5167,5.16,5.2667,6.66,3.1433,1.64,0.09,0.29,3.36,0.13,802.638,772,3930,1541.2211,957.2874,1839.3517,4295.7081,1075.9871,2915.3388,-6,85532.51,16225.526,132.8363208,69306.98,567.4074666,61332.3338,24200176.06,55809.98,25.4699,375.48,175.01,161.69,89.924,1.4311,1.0618,93.513,1.6411,1.0972,68.4,141.4255,11,14,82.42733,13360512.4,88.2035,98.3196,88.6005,25.6667,39.3,849.2667,514.2333,2.4667,0,2.31,5.11,172.7333,187.4333,120.333,183.3243,377.1503,171.2367,109.48,259.185,215.0477,204.437,207.3273,19.9333,220897.1533,759569.5733,2278.7439,0.1588,557733,1325145.333,1.3333,0.1356,0.28,0.13,68,106.6667,305.6667,126.3333,10128.9763,1983.5059,257.0837,15.67,0.0083,16.08,15982.9,848.41,6453060.59,342543.04,13211328.97,6753.53,358.49,1883.8686,996.7,2.4617,53.2335
12/1/2009,16502.754,11137.946,875.413,7952.1138,2362.2335,2128.516,2193.1525,653.3505,1706.5606,490.4374,-0.4,3565.188,6.1,2586.1979,2169.8121,1796.464,2125.297,12232.605,80.293,80.421,89.492,87.92,93.9329,97.6821,82.4696,76.2816,98.9709,78.387,67.7351,103.5717,80.8376,95.5995,69.4594,66.7808,129975.6667,107462.6667,11507.3333,112117.3333,17858.3333,7021,4486.3333,5688.6667,19770,7750.3333,2753.6667,16570.3333,12975,5326,662.3333,24459,22513,14335.9,5422.1333,2838.6667,5153.3333,14521,138368,64.8667,9.9333,6.07557054,3.835748026,26.9333,10.2667,7.9667,2972.6667,3488.6667,2855,5891,9758,3339.3333,920.6667,1224.3333,9063.6667,85.732,90.124,85.713,40.4333,33.1667,3.4,2492,567.6667,72.6667,623.3333,101.3333,61.3333,293.3333,111.6667,1095740,344033.6667,180215.869,184448.3825,941403.5599,56677.3966,1569582,89.83,89.1593,88.798,94.028,89.802,100.565,115.854,85.108,94.102,84.969,95.253,119.51,147.693,111.604,90.554,96.482,108.756,92.279,83.974,89.958,89.974,85.985,83.317,71.947,89.403,217.03,220.6827,176,176.9,183.9667,177.3667,179.4333,176.5667,198.3582625,228.2450429,85.3084,21.07834723,25.69931623,20.64468583,100.195,96.207,96.355,99.299,93.676,93.805,90.744,89.14,90.729,88.663,0.12,0.0567,0.16,0.35,3.46,4.92,5.2,6.3267,2.8667,1.46,0.1,0.29,3.4,0.15,919.52,776.1333,3919.2333,1444.2388,940.4417,1827.7046,4233.7212,1039.8283,2867.533,-1.9,85136.12,16114.35,131.7327719,69021.77,564.2442664,61453.5089,23682613.08,55922.99,23.119,370.32,176.82,163.2,87.033,1.4769,1.0215,89.8618,1.6346,1.0559,70.2,125.1713,11.6,14.9,84.02935,13705164.2,89.7432,102.9858,87.0679,28.7,39.5,1112.9,895.5,2.3,-0.0633,2.18,5.08,194.3333,209.0333,120.316,190.1843,380.284,173.6007,111.1067,260.1697,216.9593,206.817,208.9437,20.04,215855.58,719403.6567,2304.0738,0.1638,501633,1329734.667,1.2967,0.1344,0.2,0.08,80.6667,111.3333,312,119.3333,9969.1657,2162.9147,256.7113,15.56,0.0078,15.55,15885.8,791.35,6411869.45,319407.81,12930536.07,6513.44,324.47,2007.4241,1088.7033,2.1052,82.8977
3/1/2010,16582.71,11202.495,886.1508,7991.7565,2374.7543,2174.335,2192.5474,699.5685,1718.7263,474.5963,0,3549.775,4.5,2658.0377,2137.7991,1836.914,2178.743,12306.043,80.721,80.788,91.169,89.61,94.9606,97.6357,84.8604,79.9397,99.9926,78.9785,67.7817,103.3207,83.1684,97.4155,71.1892,68.1506,129787.3333,107292.3333,11455.3333,112117.6667,17669.6667,6990,4465.3333,5539,19851.6667,7722,2731.6667,16619.6667,12934,5323.3333,675.3333,24440.3333,22495,14369.2667,5382.6667,2885,5144,14466,138590,64.8667,9.8333,5.718141324,4.118701768,25.9667,10.2333,8,2832.3333,3358,2636.3333,6331,9504,3570,893.6667,1177.6667,8899.6667,86.099,90.882,86.085,40.8,33.2333,3.5333,2727,618,81.6667,657.6667,99.6667,68,317.6667,132.6667,1107278.667,348910.6667,202544.7852,187767.8917,929863.0362,66285.5078,1573149,90.177,89.4643,89.018,93.588,90.252,100.71,115.227,85.534,94.539,85.416,96.244,118.345,145.352,110.397,90.929,96.45,110.402,92.548,83.981,90.494,90.413,85.846,83.484,73.621,89.924,217.374,220.7157,178.5,182.0667,187.4667,182.2667,184.6,180.8333,253.3409291,240.5765794,87.8995,21.12574524,25.79052856,20.63392542,97.432,95.116,95.244,100.316,93.769,93.832,89.823,85.948,89.762,90.934,0.1333,0.1067,0.1833,0.3667,3.7167,5,5.2933,6.2867,2.57,1.28,0.08,0.26,3.61,0.1,949.188,779.9667,3914.8,1368.3282,936.8303,1825.8079,4167.1555,1009.6228,2835.4307,9.6,86133.65,15941.271,129.5401889,70192.38,570.3894884,62591.0579,23542589.2,57087.47,20.3059,364.65,178.33,163.97,89.475,1.3839,1.0578,90.6522,1.5611,1.0413,73.9,139.876,11.9,15.4,86.51175,14164502,91.2039,107.8459,85.3411,30.5667,39.8667,1174.1333,1059.1,2.4233,-0.0267,2.29,5.16,211.5667,209.8,120.1063,192.1563,384.254,174.4447,111.8093,260.0483,217.189,207.847,209.147,20.1167,233320.7333,701909.55,2323.8708,0.1804,478600,1341752.667,1.27,0.1329,0.21,0.07,75,108,327.3333,147.3333,10511.1847,2280.5523,256.3277,15.53,0.0076,15.71,16172.26,789.14,6360647.96,310373.65,12942129.81,6576.09,320.89,2049.3518,1121.5967,1.9695,56.6001
